text,label
Your debit card will be deactivated. Please update your KYC immediately.,scam
Your income tax refund is pending. Please update your payment details immediately.,scam
URGENT! Your bank account has been suspended. Please validate your identity immediately.,scam
You have won a lottery prize. Please unlock your account immediately.,scam
Your package has been delivered. Thank you.,safe
A new beneficiary was added to your account. Thank you. Thank you. Thank you. Thank you.,safe
URGENT! Your bank account has been suspended. Please complete account verification immediately.,scam
Your subscription payment failed. Please update your payment details immediately.,scam
Security alert: unusual activity detected on your bank account. Please complete account verification immediately.,scam
Your crypto wallet requires verification. Please update your payment details immediately.,scam
Please call me when you are free. Thank you. Thank you. Thank you.,safe
Please call me when you are free. Thank you. Thank you. Thank you.,safe
Your package is on hold due to unpaid delivery fee. Please confirm your account details immediately.,scam
Your account recovery request is incomplete. Please validate your identity immediately.,scam
Your online banking access has been restricted. Please update your KYC immediately.,scam
Your account recovery request is incomplete. Please confirm your banking credentials immediately.,scam
Security alert: unusual activity detected on your bank account. Please complete account verification immediately.,scam
Your fixed deposit has matured today. Thank you.,safe
Your subscription payment failed. Please secure your account immediately.,scam
Security alert: unusual activity detected on your bank account. Please confirm your account details immediately.,scam
Thanks for your help earlier. Thank you. Thank you. Thank you.,safe
Your account recovery request is incomplete. Please unlock your account immediately.,scam
Please call me when you are free. Thank you. Thank you. Thank you.,safe
Your loan EMI of INR 9250 has been deducted.,safe
Reminder your appointment is scheduled. Thank you.,safe
Security alert: unusual activity detected on your bank account. Please validate your identity immediately.,scam
Thanks for your help earlier. Thank you. Thank you.,safe
Your crypto wallet requires verification. Please confirm your banking credentials immediately.,scam
Please call me when you are free. Thank you. Thank you. Thank you. Thank you.,safe
Your OTP for SBI login is 727136. Do not share it with anyone. Thank you. Thank you. Thank you.,safe
A new beneficiary was added to your account. Thank you.,safe
Your income tax refund is pending. Please verify your account immediately.,scam
Your debit card will be deactivated. Please secure your account immediately.,scam
Your fixed deposit has matured today. Thank you. Thank you. Thank you.,safe
Your debit card will be deactivated. Please update your payment details immediately.,scam
Government subsidy is awaiting approval. Please update your KYC immediately.,scam
Your cheque has been cleared. Thank you.,safe
Your account recovery request is incomplete. Please validate your identity immediately.,scam
Your debit card transaction of INR 6636 was successful. Thank you. Thank you. Thank you.,safe
Your credit card payment of INR 8939 was received.,safe
Reminder your appointment is scheduled.,safe
Thanks for your help earlier. Thank you. Thank you.,safe
Your account recovery request is incomplete. Please update your KYC immediately.,scam
Your meeting is scheduled.,safe
Your fixed deposit has matured today. Thank you. Thank you.,safe
Thanks for your help earlier. Thank you. Thank you. Thank you.,safe
Your income tax refund is pending. Please validate your identity immediately.,scam
Your crypto wallet requires verification. Please confirm your banking credentials immediately.,scam
Government subsidy is awaiting approval. Please restore your account access immediately.,scam
Security alert: unusual activity detected on your bank account. Please update your KYC immediately.,scam
Your package has been delivered. Thank you. Thank you.,safe
A new beneficiary was added to your account. Thank you. Thank you.,safe
Your income tax refund is pending. Please restore your account access immediately.,scam
Security alert: unusual activity detected on your bank account. Please confirm your account details immediately.,scam
The class has been moved to a different time. Thank you. Thank you.,safe
